90;182;253;206;land;false;mountain;1
91;65;247;231;land;false;mountain;1
92;136;249;225;land;true;desert;1
93;229;195;77;land;false;desert;1
94;174;223;243;land;false;plains;1
95;179;185;240;land;false;desert;1
96;232;126;199;land;false;desert;1
97;175;111;248;land;false;mountain;1
98;233;228;162;land;false;mountain;1
99;118;141;253;land;false;plains;1
100;254;179;129;land;false;desert;1
101;109;155;240;land;false;desert;1
102;163;201;142;land;false;plains;1
103;249;209;46;land;false;plains;1
104;235;229;45;land;false;plains;1
105;163;232;133;land;false;desert;1
106;249;237;35;land;false;hills;1
107;242;72;190;land;false;forest;1
108;188;161;223;land;false;plains;1
109;229;100;192;land;false;plains;1
110;97;219;245;land;false;hills;1
111;226;213;195;land;false;desert;1
112;166;174;243;land;false;mountain;1
113;169;166;223;land;false;hills;1
114;250;249;187;land;false;mountain;1
115;251;77;215;land;false;desert;1
116;196;163;232;land;false;desert;1
117;194;211;156;land;false;desert;1
118;252;81;190;land;false;plains;1
119;188;128;254;land;false;plains;1
120;221;225;195;land;false;plains;1
121;232;236;203;land;false;mountain;1
122;121;241;149;land;false;plains;1
123;173;94;237;land;false;plains;1
124;223;230;128;land;false;desert;1
125;253;170;95;land;false;hills;1
126;226;213;239;land;false;desert;1
127;248;117;165;land;true;plains;1
128;119;227;174;land;false;mountain;1
129;229;115;237;land;false;plains;1
130;228;186;87;land;false;mountain;1
131;207;226;88;land;false;marsh;1
132;157;152;198;land;false;desert;1
133;160;146;198;land;false;hills;1
134;197;238;226;land;false;hills;1
135;195;234;153;land;false;mountain;1
136;177;249;150;land;false;mountain;1
137;140;251;154;land;false;plains;1
138;166;240;247;land;false;mountain;1
139;185;115;235;land;false;mountain;1
140;179;225;122;land;false;desert;1
141;127;228;148;land;false;plains;1
142;175;221;237;land;false;plains;1
143;234;227;116;land;false;desert;1
144;82;206;244;land;false;mountain;1
145;130;222;244;land;false;plains;1
146;156;212;203;land;false;forest;1
147;214;134;175;land;false;desert;1
148;125;233;204;land;false;plains;1
149;156;210;241;land;true;plains;1
150;219;215;159;land;false;desert;1
151;240;192;244;land;false;plains;1
152;250;208;190;land;false;desert;1
153;183;207;112;land;false;plains;1
154;64;190;248;land;false;desert;1
155;125;137;244;land;false;plains;1
156;247;215;230;land;false;mountain;1
157;252;253;42;land;false;mountain;1
158;243;146;177;land;false;desert;1
159;197;205;114;land;false;desert;1
160;157;173;184;land;true;plains;1
161;248;105;175;land;false;plains;1
162;125;250;144;land;false;desert;1
163;249;107;193;land;false;desert;1
164;59;233;245;land;false;hills;1
165;99;240;225;land;false;desert;1
166;99;205;240;land;false;plains;1
167;247;239;24;land;false;plains;1
168;229;202;231;land;false;plains;1
169;218;221;191;land;false;mountain;1
170;190;220;178;land;false;plains;1
171;241;229;53;land;false;hills;1
172;231;234;236;land;false;hills;1
173;225;199;135;land;false;desert;1
174;244;232;192;land;false;forest;1
175;246;184;245;land;false;desert;1
176;175;248;219;land;false;plains;1
177;196;151;202;land;false;plains;1
178;179;186;181;land;true;plains;1
179;114;213;246;land;false;hills;1
180;126;229;151;land;true;mountain;1
181;251;244;68;land;false;desert;1
182;212;178;204;land;false;plains;1
183;125;254;182;land;false;mountain;1
184;105;247;183;land;true;plains;1
185;231;94;238;land;false;plains;1
186;176;247;105;land;false;plains;1
187;252;185;75;land;true;plains;1
188;240;177;176;land;false;desert;1
189;242;168;203;land;false;forest;1
190;195;236;241;land;false;plains;1
191;233;236;44;land;false;mountain;1
192;243;154;161;land;false;plains;1
193;217;134;152;land;true;desert;1
194;196;159;173;land;false;hills;1
195;237;74;252;land;false;mountain;1
196;245;99;201;land;false;hills;1
197;168;216;183;land;false;plains;1
198;158;194;240;land;false;desert;1
199;253;118;212;land;false;plains;1
200;169;237;134;land;false;mountain;1
201;178;164;190;land;false;plains;1
202;120;239;221;land;false;hills;1
203;61;240;205;land;false;plains;1
204;232;234;61;land;false;desert;1
205;127;173;230;land;false;forest;1
206;219;178;240;land;false;plains;1
207;116;231;236;land;false;plains;1
208;240;25;245;land;false;mountain;1
209;226;231;241;land;false;mountain;1
210;137;247;251;land;false;hills;1
211;214;204;252;land;false;desert;1
212;224;246;230;land;false;hills;1
213;139;209;154;land;false;plains;1
214;249;247;135;land;false;plains;1
215;123;171;246;land;false;plains;1
216;106;216;205;land;false;plains;1
217;111;178;253;land;true;forest;1
218;174;167;248;land;false;plains;1
219;203;242;80;land;false;mountain;1
220;253;184;191;land;false;mountain;1
221;166;170;167;land;false;plains;1
222;188;247;151;land;false;plains;1
223;210;212;205;land;false;plains;1
224;246;134;213;land;false;plains;1
225;155;241;178;land;false;hills;1
226;142;240;143;land;false;mountain;1
227;136;182;227;land;false;plains;1
228;121;234;182;land;false;mountain;1
229;232;187;156;land;false;plains;1
230;238;193;163;land;false;hills;1
231;253;65;206;land;false;hills;1
232;209;79;218;land;false;plains;1
233;83;230;215;land;false;hills;1
234;208;189;170;land;false;plains;1
235;144;172;186;land;false;mountain;1
236;226;228;250;land;false;hills;1
237;195;181;213;land;true;plains;1
238;204;254;77;land;false;plains;1
239;246;92;166;land;false;plains;1
240;247;164;248;land;false;plains;1
241;203;245;167;land;false;desert;1
242;223;250;48;land;false;plains;1
243;144;242;178;land;false;forest;1
244;199;81;234;land;false;hills;1
245;142;194;245;land;false;mountain;1
246;253;171;180;land;false;hills;1
247;254;146;221;land;false;mountain;1
248;159;193;194;land;true;plains;1
249;217;122;201;land;true;hills;1
250;249;204;216;land;false;desert;1
251;177;112;222;land;false;plains;1
252;116;174;242;land;false;desert;1
253;194;221;204;land;false;plains;1
254;249;223;254;land;false;mountain;1
255;121;204;178;land;false;hills;1
256;213;227;202;land;false;plains;1
257;243;195;187;land;false;plains;1
258;204;245;178;land;false;desert;1
259;104;247;178;land;false;desert;1
260;233;101;227;land;false;mountain;1
261;250;108;176;land;false;mountain;1
262;240;254;146;land;false;hills;1
263;222;198;180;land;true;plains;1
264;239;232;86;land;false;plains;1
265;151;180;172;land;false;plains;1
266;59;218;230;land;false;desert;1
267;104;240;229;land;true;mountain;1
268;29;233;252;land;true;mountain;1
269;208;195;231;land;false;plains;1
270;214;61;239;land;false;hills;1
271;149;235;248;land;false;desert;1
272;186;219;152;land;false;plains;1
273;146;209;209;land;false;mountain;1
274;204;253;232;land;false;desert;1
275;230;127;168;land;false;hills;1
276;155;217;205;land;true;plains;1
277;220;176;196;land;false;mountain;1
278;110;171;223;land;false;plains;1
279;239;108;249;land;true;plains;1
280;231;227;95;land;false;hills;1
281;176;203;250;land;false;mountain;1
282;242;252;107;land;false;forest;1
283;153;240;204;land;true;plains;1
284;144;210;169;land;false;mountain;1
285;228;230;216;land;false;desert;1
286;240;145;250;land;false;plains;1
287;221;216;197;land;false;plains;1
288;199;207;247;land;false;plains;1
289;127;250;242;land;false;desert;1
290;188;229;187;land;false;plains;1
291;214;144;242;land;false;plains;1
292;249;116;181;land;false;forest;1
293;135;254;246;land;false;plains;1
294;171;195;162;land;true;plains;1
295;249;212;168;land;false;mountain;1
296;221;213;154;land;false;plains;1
297;168;199;180;land;false;hills;1
298;198;199;120;land;false;plains;1
299;211;234;146;land;false;plains;1
300;239;146;229;land;true;desert;1
301;223;63;228;land;false;hills;1
302;216;136;240;land;false;hills;1
303;143;233;236;land;false;mountain;1
304;230;162;228;land;true;forest;1
305;233;238;44;land;false;plains;1
306;241;180;175;land;true;plains;1
307;125;197;224;land;false;mountain;1
308;68;239;206;land;true;plains;1
309;243;132;243;land;false;mountain;1
310;173;226;182;land;false;plains;1
311;205;111;191;land;false;plains;1
312;236;230;162;land;false;mountain;1
313;245;189;134;land;false;plains;1
314;178;214;194;land;false;mountain;1
315;166;109;234;land;true;plains;1
316;238;241;32;land;false;plains;1
317;200;245;228;land;false;hills;1
318;252;187;185;land;false;plains;1
319;239;222;137;land;false;desert;1
320;152;207;185;land;false;plains;1
321;247;117;189;land;false;plains;1
322;153;228;135;land;false;plains;1
323;204;186;118;land;true;desert;1
324;103;236;250;land;false;desert;1
325;176;189;168;land;false;plains;1
326;91;244;225;land;false;mountain;1
327;93;247;166;land;false;desert;1
328;247;80;179;land;true;plains;1
329;173;214;127;land;false;plains;1
330;199;222;100;land;false;plains;1
331;12;252;243;land;false;desert;1
332;251;12;243;land;false;hills;1
333;184;243;86;land;false;hills;1
334;144;247;167;land;false;mountain;1
335;234;251;216;land;false;hills;1
336;32;241;230;land;false;plains;1
337;243;248;14;land;false;hills;1
338;144;146;242;land;false;desert;1
339;220;131;171;land;false;hills;1
340;252;167;172;land;false;mountain;1
341;227;133;246;land;false;mountain;1
342;250;80;172;land;true;desert;1
343;244;115;206;land;false;mountain;1
344;254;252;198;land;false;plains;1
345;134;202;181;land;false;urban;1
346;90;225;239;land;false;plains;1
347;191;176;173;land;false;desert;1
348;249;213;160;land;false;mountain;1
349;219;248;84;land;false;desert;1
350;126;201;208;land;false;desert;1
351;237;183;136;land;false;mountain;1
352;246;178;158;land;false;mountain;1
353;207;251;70;land;false;mountain;1
354;196;199;226;land;true;plains;1
355;231;225;184;land;true;plains;1
356;184;173;224;land;false;mountain;1
357;162;201;189;land;false;desert;1
358;149;176;217;land;false;plains;1
359;137;225;231;land;false;desert;1
360;149;154;200;land;true;plains;1
361;213;249;52;land;false;mountain;1
362;179;167;218;land;false;forest;1
363;241;49;249;land;true;desert;1
364;161;251;162;land;false;plains;1
365;147;222;249;land;false;mountain;1
366;227;149;134;land;false;mountain;1
367;219;238;199;land;false;desert;1
368;248;57;236;land;false;forest;1
369;249;230;242;land;false;plains;1
370;211;180;195;land;false;mountain;1
371;242;172;154;land;true;plains;1
372;227;154;138;land;false;desert;1
373;205;62;246;land;false;desert;1
374;178;137;231;land;false;hills;1
375;129;205;181;land;false;desert;1
376;185;139;233;land;false;plains;1
377;242;238;231;land;false;desert;1
378;203;254;116;land;false;plains;1
379;187;200;186;land;false;desert;1
380;233;248;28;land;true;desert;1
381;237;227;53;land;false;plains;1
382;172;151;236;land;true;plains;1
383;201;197;224;land;false;plains;1
384;254;152;130;land;false;plains;1
385;154;185;182;land;false;mountain;1
386;114;214;254;land;true;plains;1
387;181;238;87;land;false;desert;1
388;231;188;238;land;false;plains;1
389;230;236;81;land;false;hills;1
390;252;182;197;land;false;plains;1
391;251;219;32;land;false;plains;1
392;183;218;162;land;false;plains;1
393;184;178;145;land;false;plains;1
394;178;254;223;land;false;plains;1
395;135;216;163;land;false;plains;1
396;213;251;129;land;false;mountain;1
397;245;93;188;land;false;plains;1
398;226;171;221;land;false;desert;1
399;244;248;253;land;false;hills;1
400;146;185;253;land;false;plains;1
401;138;161;248;land;false;desert;1
402;109;216;193;land;false;plains;1
403;218;214;155;land;false;hills;1
404;94;253;162;land;false;plains;1
405;251;135;167;land;true;plains;1
406;231;150;122;land;false;plains;1
407;191;226;225;land;false;desert;1
408;237;141;187;land;true;plains;1
409;203;228;137;land;false;forest;1
410;217;190;196;land;true;plains;1
411;220;114;191;land;false;plains;1
412;53;234;249;land;true;forest;1
413;233;221;217;land;false;mountain;1
414;178;199;181;land;false;desert;1
415;212;202;229;land;false;marsh;1
416;152;221;167;land;false;desert;1
417;183;209;231;land;false;mountain;1
418;172;229;115;land;false;plains;1
419;217;101;230;land;false;hills;1
420;219;161;249;land;false;plains;1
421;239;126;243;land;false;mountain;1
422;225;233;59;land;false;forest;1
423;252;212;148;land;false;plains;1
424;166;172;229;land;true;marsh;1
425;254;147;192;land;false;plains;1
426;196;214;196;land;false;plains;1
427;201;98;221;land;false;mountain;1
428;209;181;254;land;false;plains;1
429;197;118;248;land;false;desert;1
430;46;249;237;land;false;mountain;1
431;206;233;88;land;false;mountain;1
432;186;108;236;land;false;mountain;1
433;221;202;179;land;true;hills;1
434;35;254;223;land;true;plains;1
435;176;232;96;land;false;desert;1
436;235;99;183;land;false;plains;1
437;217;200;194;land;false;desert;1
438;162;115;253;land;false;plains;1
439;180;143;228;land;false;desert;1
440;204;251;241;land;false;plains;1
441;212;140;248;land;false;desert;1
442;224;205;250;land;false;mountain;1
443;196;179;180;land;false;plains;1
444;248;140;235;land;false;plains;1
445;238;249;42;land;false;mountain;1
446;249;248;187;land;false;marsh;1
447;220;198;85;land;false;plains;1
448;247;151;153;land;false;plains;1
449;211;226;128;land;false;desert;1
450;172;146;250;land;false;desert;1
451;95;238;235;land;false;plains;1
452;203;241;122;land;false;mountain;1
453;204;164;163;land;false;mountain;1
454;180;140;185;land;false;mountain;1
455;213;129;219;land;false;plains;1
456;191;217;196;land;false;mountain;1
457;158;232;185;land;true;plains;1
458;237;193;223;land;false;desert;1
459;118;234;198;land;false;mountain;1
460;121;186;208;land;false;plains;1
461;91;220;241;land;false;plains;1
462;101;249;246;land;false;hills;1
463;201;154;222;land;false;desert;1
464;186;133;243;land;false;plains;1
465;172;234;209;land;false;plains;1
466;166;244;192;land;false;mountain;1
467;196;238;226;land;true;plains;1
468;252;196;76;land;false;plains;1
469;108;245;212;land;false;mountain;1
470;244;137;246;land;false;mountain;1
471;191;171;174;land;false;mountain;1
472;148;234;186;land;false;desert;1
473;174;190;173;land;false;mountain;1
474;173;171;226;land;true;desert;1
475;126;124;254;land;false;hills;1
476;205;109;203;land;true;plains;1
477;151;212;141;land;false;plains;1
478;253;227;183;land;true;mountain;1
479;232;254;34;land;true;hills;1
480;207;78;221;land;false;desert;1
481;242;116;158;land;false;plains;1
482;181;124;247;land;false;hills;1
483;109;246;236;land;false;plains;1
484;180;237;208;land;false;plains;1
485;170;224;128;land;false;desert;1
486;238;192;236;land;false;hills;1
487;216;216;197;land;false;hills;1
488;242;116;144;land;false;plains;1
489;71;214;217;land;false;plains;1
490;208;124;179;land;false;plains;1
491;243;204;136;land;true;desert;1
492;179;232;103;land;false;mountain;1
493;220;217;81;land;true;mountain;1
494;173;188;222;land;false;plains;1
495;168;228;238;land;true;plains;1
496;247;171;232;land;true;desert;1
497;240;205;211;land;false;plains;1
498;193;179;137;land;false;desert;1
499;207;242;199;land;false;mountain;1
500;144;229;196;land;false;plains;1
501;230;203;177;land;false;forest;1
502;160;224;163;land;true;plains;1
503;239;203;74;land;false;hills;1
504;211;250;140;land;false;plains;1
505;151;228;236;land;false;hills;1
506;189;185;190;land;false;desert;1
507;215;252;106;land;false;hills;1
508;240;190;135;land;true;plains;1
509;144;215;202;land;false;hills;1
510;151;224;242;land;false;desert;1
511;204;130;205;land;false;plains;1
512;130;229;208;land;false;mountain;1
513;225;249;146;land;false;mountain;1
514;77;223;227;land;true;plains;1
515;57;243;210;land;false;plains;1
516;245;253;250;land;true;forest;1
517;252;185;151;land;false;desert;1
518;115;242;230;land;false;desert;1
519;214;205;115;land;false;hills;1
520;209;141;220;land;true;plains;1
521;204;131;230;land;false;plains;1
522;183;132;250;land;false;plains;1
523;143;169;236;land;true;plains;1
524;236;161;122;land;true;desert;1
525;241;242;102;land;false;desert;1
526;253;243;18;land;true;plains;1
527;135;201;208;land;false;plains;1
528;180;240;134;land;false;plains;1
529;218;196;107;land;false;desert;1
530;234;133;254;land;false;forest;1
531;234;223;177;land;true;plains;1
532;211;241;103;land;false;plains;1
533;195;244;76;land;false;hills;1
534;151;123;233;land;false;desert;1
535;197;160;182;land;false;plains;1
536;61;252;197;land;false;plains;1
537;167;169;213;land;false;mountain;1
538;199;127;207;land;false;mountain;1
539;208;125;195;land;false;desert;1
540;200;201;138;land;false;hills;1
541;66;197;241;land;false;desert;1
542;147;222;215;land;false;plains;1
543;127;208;220;land;true;marsh;1
544;166;120;236;land;false;mountain;1
545;188;247;181;land;false;plains;1
546;190;221;201;land;false;plains;1
547;232;68;216;land;true;plains;1
548;82;221;247;land;false;plains;1
549;243;120;198;land;false;desert;1
550;252;191;206;land;false;desert;1
551;86;244;228;land;false;desert;1
552;75;216;243;land;false;desert;1
553;204;241;171;land;false;plains;1
554;124;228;212;land;false;desert;1
555;173;234;249;land;false;plains;1
556;207;233;176;land;false;mountain;1
557;164;248;136;land;false;desert;1
558;189;110;243;land;false;desert;1
559;244;223;134;land;false;hills;1
560;252;217;214;land;true;plains;1
561;77;202;226;land;false;plains;1
562;185;225;222;land;false;mountain;1
563;248;193;200;land;true;desert;1
564;152;211;204;land;false;desert;1
565;71;195;239;land;false;plains;1
566;212;205;179;land;false;plains;1
567;144;163;221;land;false;desert;1
568;240;160;245;land;false;plains;1
569;226;162;161;land;true;desert;1
570;100;239;245;land;false;hills;1
571;213;204;165;land;false;forest;1
572;149;127;245;land;false;desert;1
573;147;231;236;land;false;desert;1
574;248;244;47;land;false;hills;1
575;180;138;234;land;false;plains;1
576;203;101;225;land;false;mountain;1
577;117;190;235;land;false;plains;1
578;174;101;241;land;false;mountain;1
579;219;239;207;land;false;desert;1
580;163;219;205;land;false;hills;1
581;234;76;204;land;false;forest;1
582;204;59;239;land;false;desert;1
583;55;216;250;land;false;mountain;1
584;175;239;92;land;false;desert;1
585;132;220;164;land;false;desert;1
586;212;215;145;land;false;desert;1
587;87;212;233;land;false;plains;1
588;188;161;236;land;false;mountain;1
589;191;166;200;land;false;plains;1
590;201;171;237;land;false;forest;1
591;116;242;188;land;false;plains;1
592;190;172;191;land;false;desert;1
593;179;253;219;land;false;forest;1
594;151;230;166;land;false;plains;1
595;237;244;226;land;false;hills;1
596;238;177;165;land;false;desert;1
597;183;253;234;land;false;plains;1
598;157;191;165;land;false;plains;1
599;238;131;160;land;false;hills;1
600;239;187;177;land;false;desert;1
601;225;225;171;land;false;plains;1
602;183;233;159;land;false;plains;1
603;227;220;191;land;false;plains;1
604;253;203;178;land;false;forest;1
605;154;217;226;land;true;plains;1
606;221;250;62;land;false;plains;1
607;225;114;186;land;true;hills;1
608;187;184;184;land;false;mountain;1
609;155;237;124;land;false;desert;1
610;209;232;191;land;false;desert;1
611;25;233;248;land;false;mountain;1
612;234;150;171;land;false;plains;1
613;247;43;244;land;true;plains;1
614;150;252;123;land;false;desert;1
615;140;254;204;land;false;desert;1
616;170;155;200;land;true;hills;1
617;202;203;107;land;true;plains;1
618;183;250;176;land;true;desert;1
619;212;214;183;land;false;hills;1
620;189;155;211;land;false;plains;1
621;211;138;252;land;false;plains;1
622;235;253;15;land;true;mountain;1
623;247;62;204;land;false;mountain;1
624;171;138;254;land;false;plains;1
625;226;205;94;land;false;plains;1
626;86;254;193;land;false;mountain;1
627;224;211;69;land;false;mountain;1
628;215;146;170;land;false;plains;1
629;166;211;242;land;false;hills;1
630;204;189;199;land;false;plains;1
631;203;253;214;land;false;hills;1
632;186;182;252;land;false;desert;1
633;184;250;208;land;false;desert;1
634;246;212;60;land;false;plains;1
635;228;245;153;land;false;hills;1
636;219;229;187;land;false;desert;1
637;217;190;153;land;false;hills;1
638;233;253;176;land;false;desert;1
639;217;193;118;land;false;forest;1
640;251;237;219;land;false;mountain;1
641;224;217;107;land;false;plains;1
642;178;253;144;land;false;plains;1
643;207;232;218;land;false;plains;1
644;229;97;200;land;false;plains;1
645;138;236;195;land;false;mountain;1
646;93;196;243;land;false;plains;1
647;244;222;215;land;false;plains;1
648;213;213;155;land;false;desert;1
649;234;184;117;land;false;mountain;1
650;212;122;250;land;false;mountain;1
651;230;187;190;land;false;forest;1
652;227;167;233;land;false;plains;1
653;252;250;58;land;true;plains;1
654;72;238;230;land;false;plains;1
655;204;234;236;land;false;plains;1
656;227;147;246;land;false;forest;1
657;233;117;241;land;false;mountain;1
658;221;205;227;land;false;desert;1
659;185;160;200;land;false;plains;1
660;233;30;251;land;false;hills;1
661;241;229;220;land;false;mountain;1
662;233;200;139;land;false;desert;1
663;160;245;102;land;false;mountain;1
664;232;183;182;land;true;plains;1
665;251;214;208;land;true;plains;1
666;222;110;243;land;false;mountain;1
667;253;135;233;land;false;hills;1
668;37;239;243;land;false;mountain;1
669;216;249;204;land;false;desert;1
670;221;248;194;land;false;plains;1
671;247;181;120;land;false;mountain;1
672;120;156;236;land;false;desert;1
673;230;160;132;land;false;plains;1
674;88;207;245;land;true;desert;1
675;244;241;33;land;false;plains;1
676;201;244;248;land;false;plains;1
677;136;198;218;land;true;plains;1
678;86;215;231;land;true;desert;1
679;249;214;195;land;false;mountain;1
680;201;134;247;land;false;desert;1
681;196;165;222;land;false;mountain;1
682;161;183;157;land;false;plains;1
683;204;237;226;land;false;plains;1
684;173;235;237;land;true;plains;1
685;198;185;173;land;false;mountain;1
686;219;217;122;land;false;hills;1
687;160;164;204;land;true;plains;1
688;164;228;230;land;false;mountain;1
689;231;192;244;land;false;plains;1
690;231;162;239;land;false;mountain;1
691;145;247;204;land;true;plains;1
692;143;167;224;land;false;plains;1
693;246;158;133;land;false;hills;1
694;248;239;184;land;false;plains;1
695;201;184;217;land;false;plains;1
696;232;251;142;land;false;plains;1
697;211;215;90;land;false;plains;1
698;247;174;83;land;false;desert;1
699;110;224;250;land;false;plains;1
700;180;195;213;land;false;desert;1
701;50;214;245;land;false;hills;1
702;236;82;193;land;false;plains;1
703;222;168;198;land;false;hills;1
704;191;210;195;land;false;plains;1
705;232;182;171;land;false;desert;1
706;254;65;220;land;true;plains;1
707;227;229;241;land;false;desert;1
708;156;209;188;land;false;plains;1
709;252;29;223;land;false;plains;1
710;201;213;245;land;false;desert;1
711;250;87;234;land;false;mountain;1
712;215;87;216;land;false;desert;1
713;135;247;225;land;false;plains;1
714;169;197;146;land;false;plains;1
715;241;160;175;land;false;plains;1
716;206;193;179;land;false;mountain;1
717;179;149;243;land;true;plains;1
718;193;96;228;land;false;mountain;1
719;188;206;235;land;false;hills;1
720;170;192;229;land;false;desert;1
721;186;84;236;land;false;plains;1
722;254;159;113;land;false;plains;1
723;187;212;225;land;false;desert;1
724;123;236;252;land;false;forest;1
725;234;201;68;land;false;mountain;1
726;149;229;243;land;false;plains;1
727;251;226;67;land;false;plains;1
728;247;203;163;land;false;mountain;1
729;178;245;93;land;true;mountain;1
730;236;233;66;land;false;plains;1
731;160;199;155;land;false;hills;1
732;149;230;218;land;false;plains;1
733;168;211;124;land;false;mountain;1
734;193;186;161;land;false;desert;1
735;221;58;231;land;false;plains;1
736;169;234;156;land;true;plains;1
737;150;250;242;land;false;mountain;1
738;192;166;227;land;false;plains;1
739;161;137;254;land;true;plains;1
740;167;207;160;land;false;plains;1
741;151;118;236;land;false;plains;1
742;146;229;134;land;false;desert;1
743;211;180;124;land;false;plains;1
744;188;212;174;land;false;plains;1
745;219;211;127;land;false;plains;1
746;113;254;220;land;false;plains;1
747;249;221;247;land;false;hills;1
748;161;240;174;land;false;desert;1
749;147;217;185;land;false;plains;1
750;198;236;247;land;false;marsh;1
751;226;69;251;land;true;hills;1
752;170;201;215;land;false;hills;1
753;175;185;183;land;false;mountain;1
754;50;228;238;land;true;plains;1
755;178;251;75;land;false;mountain;1
756;216;244;215;land;false;desert;1
757;254;224;101;land;true;desert;1
758;166;191;232;land;true;forest;1
759;127;245;222;land;false;hills;1
760;233;175;226;land;false;plains;1
761;166;213;129;land;false;desert;1
762;207;100;204;land;false;hills;1
763;151;238;121;land;false;hills;1
764;202;218;195;land;false;plains;1
765;204;156;220;land;false;hills;1
766;250;134;219;land;true;plains;1
767;72;249;201;land;false;plains;1
768;175;150;200;land;false;mountain;1
769;144;190;190;land;false;plains;1
770;252;253;139;land;false;plains;1
771;150;227;238;land;false;desert;1
772;159;188;169;land;false;plains;1
773;250;185;68;land;false;hills;1
774;192;163;146;land;false;plains;1
775;164;148;233;land;false;plains;1
776;222;172;128;land;true;plains;1
777;193;213;172;land;false;desert;1
778;135;249;128;land;false;desert;1
779;170;196;249;land;false;mountain;1
780;254;224;110;land;false;desert;1
781;71;244;217;land;false;mountain;1
782;213;163;156;land;false;mountain;1
783;247;108;197;land;false;plains;1
784;208;234;139;land;true;plains;1
785;198;251;198;land;false;plains;1
786;234;186;229;land;false;hills;1
787;219;115;219;land;false;desert;1
788;202;195;165;land;false;desert;1
789;108;198;210;land;false;plains;1
790;251;223;162;land;false;plains;1
791;199;74;248;land;false;hills;1
792;173;238;198;land;false;plains;1
793;213;241;162;land;false;mountain;1
794;58;232;249;land;false;mountain;1
795;194;110;219;land;false;plains;1
796;253;189;174;land;false;plains;1
797;232;228;201;land;false;plains;1
798;235;126;161;land;false;mountain;1
799;250;144;217;land;true;plains;1
800;227;213;246;land;false;plains;1
801;194;224;232;land;false;desert;1
802;240;128;253;land;false;plains;1
803;241;67;240;land;false;marsh;1
804;164;213;192;land;false;mountain;1
805;240;189;137;land;false;desert;1
806;120;218;168;land;false;plains;1
807;227;44;236;land;false;plains;1
808;219;158;141;land;true;plains;1
809;207;230;188;land;false;mountain;1
810;143;195;212;land;false;hills;1
811;150;175;185;land;false;plains;1
812;241;105;207;land;false;plains;1
813;198;213;108;land;true;plains;1
